cellIndex,x,y,z,vol,b,h0,material
1590,2954.137626,0,19.375,7961827.586,0,20,5
1591,3318.453792,0,19.375,10046686.94,0,20,5
1592,3727.698897,0,19.375,12677481.07,0,20,5
1593,4187.413759,0,19.375,15997166.75,0,20,5
1594,4703.822511,0,19.375,20186134.97,0,20,5
1595,5283.916873,0,19.375,25472013.35,0,20,5
1596,5935.550812,0,19.375,32142035.37,0,20,5
1597,6667.546876,0,19.375,40558648.57,0,20,5
1598,7489.815647,0,19.375,51179209.87,0,20,5
1599,8413.489919,0,19.375,64580838.24,0,20,5
1600,9451.075427,0,19.375,81491775.25,0,20,5
1601,10000,0,10,1.00E+30,20,20,2
